date,year,month,quarter,brand,therapy_area,region,territory,rep_id,units_sold,revenue_usd,market_share_pct
2022-05-01,2022,5,Q2,BrandB,Oncology,North,N-103,REP_N-103,4999,410246.37,27.8
2022-06-01,2022,6,Q2,BrandB,Oncology,North,N-103,REP_N-103,5313,421604.22,19.96
2022-07-01,2022,7,Q3,BrandB,Oncology,North,N-103,REP_N-103,5341,442317.2,9.85
2022-08-01,2022,8,Q3,BrandB,Oncology,North,N-103,REP_N-103,4688,393801.05,9.41
2022-09-01,2022,9,Q3,BrandB,Oncology,North,N-103,REP_N-103,4720,381374.91,16.02
2022-10-01,2022,10,Q4,BrandB,Oncology,North,N-103,REP_N-103,4750,379179.69,26.84
2022-11-01,2022,11,Q4,BrandB,Oncology,North,N-103,REP_N-103,4464,366467.48,24.98
2022-12-01,2022,12,Q4,BrandB,Oncology,North,N-103,REP_N-103,5139,431755.63,26.93
2023-01-01,2023,1,Q1,BrandB,Oncology,North,N-103,REP_N-103,4841,383759.38,20.41
2023-02-01,2023,2,Q1,BrandB,Oncology,North,N-103,REP_N-103,5143,410584.7,18.56
2023-03-01,2023,3,Q1,BrandB,Oncology,North,N-103,REP_N-103,5386,435719.19,11.54
2023-04-01,2023,4,Q2,BrandB,Oncology,North,N-103,REP_N-103,5882,472328.24,15.88
2023-05-01,2023,5,Q2,BrandB,Oncology,North,N-103,REP_N-103,5668,455173.14,18.42
2023-06-01,2023,6,Q2,BrandB,Oncology,North,N-103,REP_N-103,5111,399786.48,10.13
2023-07-01,2023,7,Q3,BrandB,Oncology,North,N-103,REP_N-103,5888,486359.93,13.29
2023-08-01,2023,8,Q3,BrandB,Oncology,North,N-103,REP_N-103,5314,436774.35,22.36
2023-09-01,2023,9,Q3,BrandB,Oncology,North,N-103,REP_N-103,5216,411366.07,25.66
2023-10-01,2023,10,Q4,BrandB,Oncology,North,N-103,REP_N-103,5529,464543.2,31.96
2023-11-01,2023,11,Q4,BrandB,Oncology,North,N-103,REP_N-103,5684,479644.15,30.39
2023-12-01,2023,12,Q4,BrandB,Oncology,North,N-103,REP_N-103,5171,415820.78,23.42
2021-01-01,2021,1,Q1,BrandB,Oncology,South,S-201,REP_S-201,3079,148872.28,9.62
2021-02-01,2021,2,Q1,BrandB,Oncology,South,S-201,REP_S-201,2564,123714.41,24.99
2021-03-01,2021,3,Q1,BrandB,Oncology,South,S-201,REP_S-201,2883,137222.65,21.04
2021-04-01,2021,4,Q2,BrandB,Oncology,South,S-201,REP_S-201,3195,152231.17,9.96
2021-05-01,2021,5,Q2,BrandB,Oncology,South,S-201,REP_S-201,3563,171837.98,19.0
2021-06-01,2021,6,Q2,BrandB,Oncology,South,S-201,REP_S-201,3262,159198.2,19.63
2021-07-01,2021,7,Q3,BrandB,Oncology,South,S-201,REP_S-201,3678,181447.24,11.98
2021-08-01,2021,8,Q3,BrandB,Oncology,South,S-201,REP_S-201,2796,133284.35,30.7
2021-09-01,2021,9,Q3,BrandB,Oncology,South,S-201,REP_S-201,2902,144793.12,28.4
2021-10-01,2021,10,Q4,BrandB,Oncology,South,S-201,REP_S-201,3225,155397.25,24.06
2021-11-01,2021,11,Q4,BrandB,Oncology,South,S-201,REP_S-201,2734,132399.96,19.1
2021-12-01,2021,12,Q4,BrandB,Oncology,South,S-201,REP_S-201,2796,133435.98,17.88
2022-01-01,2022,1,Q1,BrandB,Oncology,South,S-201,REP_S-201,3029,139633.61,23.62
2022-02-01,2022,2,Q1,BrandB,Oncology,South,S-201,REP_S-201,3507,172910.89,21.09
2022-03-01,2022,3,Q1,BrandB,Oncology,South,S-201,REP_S-201,2956,145322.49,9.49
2022-04-01,2022,4,Q2,BrandB,Oncology,South,S-201,REP_S-201,3719,179163.96,20.3
2022-05-01,2022,5,Q2,BrandB,Oncology,South,S-201,REP_S-201,4134,200551.96,27.35
2022-06-01,2022,6,Q2,BrandB,Oncology,South,S-201,REP_S-201,3842,188057.54,19.02
2022-07-01,2022,7,Q3,BrandB,Oncology,South,S-201,REP_S-201,3795,178114.0,9.25
2022-08-01,2022,8,Q3,BrandB,Oncology,South,S-201,REP_S-201,3972,190398.9,26.87
2022-09-01,2022,9,Q3,BrandB,Oncology,South,S-201,REP_S-201,3686,181415.74,12.83
2022-10-01,2022,10,Q4,BrandB,Oncology,South,S-201,REP_S-201,4040,190819.49,14.21
2022-11-01,2022,11,Q4,BrandB,Oncology,South,S-201,REP_S-201,3248,158282.66,11.95
2022-12-01,2022,12,Q4,BrandB,Oncology,South,S-201,REP_S-201,3548,167229.41,15.93
2023-01-01,2023,1,Q1,BrandB,Oncology,South,S-201,REP_S-201,3705,181173.95,26.16
2023-02-01,2023,2,Q1,BrandB,Oncology,South,S-201,REP_S-201,3686,178451.67,20.47
2023-03-01,2023,3,Q1,BrandB,Oncology,South,S-201,REP_S-201,3083,144540.0,12.92
2023-04-01,2023,4,Q2,BrandB,Oncology,South,S-201,REP_S-201,4154,205940.72,29.07
2023-05-01,2023,5,Q2,BrandB,Oncology,South,S-201,REP_S-201,4687,223739.16,29.11
2023-06-01,2023,6,Q2,BrandB,Oncology,South,S-201,REP_S-201,4741,225969.34,28.89
2023-07-01,2023,7,Q3,BrandB,Oncology,South,S-201,REP_S-201,4592,223365.18,13.73
2023-08-01,2023,8,Q3,BrandB,Oncology,South,S-201,REP_S-201,4002,198342.65,18.83
2023-09-01,2023,9,Q3,BrandB,Oncology,South,S-201,REP_S-201,4397,208697.5,31.64
2023-10-01,2023,10,Q4,BrandB,Oncology,South,S-201,REP_S-201,3943,191265.73,26.53
2023-11-01,2023,11,Q4,BrandB,Oncology,South,S-201,REP_S-201,4161,203320.63,8.65
2023-12-01,2023,12,Q4,BrandB,Oncology,South,S-201,REP_S-201,4079,200358.4,9.56
2021-01-01,2021,1,Q1,BrandB,Oncology,South,S-202,REP_S-202,2869,152477.11,9.67
2021-02-01,2021,2,Q1,BrandB,Oncology,South,S-202,REP_S-202,2788,147284.87,12.2
2021-03-01,2021,3,Q1,BrandB,Oncology,South,S-202,REP_S-202,2923,160812.27,28.54
2021-04-01,2021,4,Q2,BrandB,Oncology,South,S-202,REP_S-202,3929,209610.43,13.45
2021-05-01,2021,5,Q2,BrandB,Oncology,South,S-202,REP_S-202,3342,174640.14,28.09
2021-06-01,2021,6,Q2,BrandB,Oncology,South,S-202,REP_S-202,3142,168867.52,14.7
2021-07-01,2021,7,Q3,BrandB,Oncology,South,S-202,REP_S-202,3242,173121.21,23.43
2021-08-01,2021,8,Q3,BrandB,Oncology,South,S-202,REP_S-202,3613,193059.91,24.66
2021-09-01,2021,9,Q3,BrandB,Oncology,South,S-202,REP_S-202,3254,179074.31,20.3
2021-10-01,2021,10,Q4,BrandB,Oncology,South,S-202,REP_S-202,2776,148472.38,15.33
2021-11-01,2021,11,Q4,BrandB,Oncology,South,S-202,REP_S-202,3309,174679.17,13.1
2021-12-01,2021,12,Q4,BrandB,Oncology,South,S-202,REP_S-202,2921,149072.39,8.8
2022-01-01,2022,1,Q1,BrandB,Oncology,South,S-202,REP_S-202,3636,192475.22,15.29
2022-02-01,2022,2,Q1,BrandB,Oncology,South,S-202,REP_S-202,3589,195596.61,23.68
2022-03-01,2022,3,Q1,BrandB,Oncology,South,S-202,REP_S-202,3360,178129.82,30.52
2022-04-01,2022,4,Q2,BrandB,Oncology,South,S-202,REP_S-202,4045,205211.81,28.91
2022-05-01,2022,5,Q2,BrandB,Oncology,South,S-202,REP_S-202,3839,201863.42,26.39
2022-06-01,2022,6,Q2,BrandB,Oncology,South,S-202,REP_S-202,4169,225818.63,26.92
2022-07-01,2022,7,Q3,BrandB,Oncology,South,S-202,REP_S-202,4062,218094.69,23.96
2022-08-01,2022,8,Q3,BrandB,Oncology,South,S-202,REP_S-202,3588,187363.64,14.25
2022-09-01,2022,9,Q3,BrandB,Oncology,South,S-202,REP_S-202,3551,186467.29,29.77
2022-10-01,2022,10,Q4,BrandB,Oncology,South,S-202,REP_S-202,3935,207277.71,24.1
2022-11-01,2022,11,Q4,BrandB,Oncology,South,S-202,REP_S-202,3469,181802.36,21.45
2022-12-01,2022,12,Q4,BrandB,Oncology,South,S-202,REP_S-202,3448,175695.19,10.66
2023-01-01,2023,1,Q1,BrandB,Oncology,South,S-202,REP_S-202,3366,181504.09,18.73
2023-02-01,2023,2,Q1,BrandB,Oncology,South,S-202,REP_S-202,3930,213976.56,19.05
2023-03-01,2023,3,Q1,BrandB,Oncology,South,S-202,REP_S-202,4663,240138.55,28.75
2023-04-01,2023,4,Q2,BrandB,Oncology,South,S-202,REP_S-202,3848,209457.92,21.12
2023-05-01,2023,5,Q2,BrandB,Oncology,South,S-202,REP_S-202,4381,232202.79,17.13
2023-06-01,2023,6,Q2,BrandB,Oncology,South,S-202,REP_S-202,4967,270269.6,31.44
2023-07-01,2023,7,Q3,BrandB,Oncology,South,S-202,REP_S-202,4436,235782.19,10.66
2023-08-01,2023,8,Q3,BrandB,Oncology,South,S-202,REP_S-202,4546,242100.19,18.14
2023-09-01,2023,9,Q3,BrandB,Oncology,South,S-202,REP_S-202,3900,208678.4,9.01
2023-10-01,2023,10,Q4,BrandB,Oncology,South,S-202,REP_S-202,4275,223464.66,25.76
2023-11-01,2023,11,Q4,BrandB,Oncology,South,S-202,REP_S-202,3986,216761.44,30.03
2023-12-01,2023,12,Q4,BrandB,Oncology,South,S-202,REP_S-202,4359,226321.47,14.72
2021-01-01,2021,1,Q1,BrandB,Oncology,South,S-203,REP_S-203,2587,174394.97,20.3
2021-02-01,2021,2,Q1,BrandB,Oncology,South,S-203,REP_S-203,2974,203906.59,15.04
2021-03-01,2021,3,Q1,BrandB,Oncology,South,S-203,REP_S-203,3012,200437.64,30.36
2021-04-01,2021,4,Q2,BrandB,Oncology,South,S-203,REP_S-203,3209,218216.82,17.53
2021-05-01,2021,5,Q2,BrandB,Oncology,South,S-203,REP_S-203,3496,240809.86,10.09
2021-06-01,2021,6,Q2,BrandB,Oncology,South,S-203,REP_S-203,3202,219287.94,22.81
2021-07-01,2021,7,Q3,BrandB,Oncology,South,S-203,REP_S-203,3533,243489.02,10.73
2021-08-01,2021,8,Q3,BrandB,Oncology,South,S-203,REP_S-203,3207,217178.8,16.29
2021-09-01,2021,9,Q3,BrandB,Oncology,South,S-203,REP_S-203,3313,221409.35,20.18
2021-10-01,2021,10,Q4,BrandB,Oncology,South,S-203,REP_S-203,2975,192160.67,28.98
2021-11-01,2021,11,Q4,BrandB,Oncology,South,S-203,REP_S-203,2857,189708.81,19.85
2021-12-01,2021,12,Q4,BrandB,Oncology,South,S-203,REP_S-203,3109,203964.09,24.85
2022-01-01,2022,1,Q1,BrandB,Oncology,South,S-203,REP_S-203,2685,186948.84,31.83
2022-02-01,2022,2,Q1,BrandB,Oncology,South,S-203,REP_S-203,3225,214446.57,11.16
2022-03-01,2022,3,Q1,BrandB,Oncology,South,S-203,REP_S-203,3036,203090.87,14.59
2022-04-01,2022,4,Q2,BrandB,Oncology,South,S-203,REP_S-203,3897,262914.25,17.47
2022-05-01,2022,5,Q2,BrandB,Oncology,South,S-203,REP_S-203,4139,276435.49,18.12
2022-06-01,2022,6,Q2,BrandB,Oncology,South,S-203,REP_S-203,3633,250647.96,17.86
2022-07-01,2022,7,Q3,BrandB,Oncology,South,S-203,REP_S-203,4045,266560.7,29.78
2022-08-01,2022,8,Q3,BrandB,Oncology,South,S-203,REP_S-203,4125,276331.77,25.14
2022-09-01,2022,9,Q3,BrandB,Oncology,South,S-203,REP_S-203,4014,263875.94,22.59
2022-10-01,2022,10,Q4,BrandB,Oncology,South,S-203,REP_S-203,3698,240252.04,15.42
2022-11-01,2022,11,Q4,BrandB,Oncology,South,S-203,REP_S-203,3774,248756.92,27.77
2022-12-01,2022,12,Q4,BrandB,Oncology,South,S-203,REP_S-203,3378,225246.29,30.92
2023-01-01,2023,1,Q1,BrandB,Oncology,South,S-203,REP_S-203,3669,242729.49,27.71
2023-02-01,2023,2,Q1,BrandB,Oncology,South,S-203,REP_S-203,3659,240783.04,8.04
2023-03-01,2023,3,Q1,BrandB,Oncology,South,S-203,REP_S-203,3768,244365.85,23.27
2023-04-01,2023,4,Q2,BrandB,Oncology,South,S-203,REP_S-203,4220,281131.7,9.23
2023-05-01,2023,5,Q2,BrandB,Oncology,South,S-203,REP_S-203,4494,290858.89,14.18
2023-06-01,2023,6,Q2,BrandB,Oncology,South,S-203,REP_S-203,4878,330456.04,9.43
2023-07-01,2023,7,Q3,BrandB,Oncology,South,S-203,REP_S-203,4560,304789.59,22.49
2023-08-01,2023,8,Q3,BrandB,Oncology,South,S-203,REP_S-203,4613,298851.16,24.48
2023-09-01,2023,9,Q3,BrandB,Oncology,South,S-203,REP_S-203,4485,297432.32,10.75
2023-10-01,2023,10,Q4,BrandB,Oncology,South,S-203,REP_S-203,5022,330075.84,17.21
2023-11-01,2023,11,Q4,BrandB,Oncology,South,S-203,REP_S-203,3461,232426.11,18.95
2023-12-01,2023,12,Q4,BrandB,Oncology,South,S-203,REP_S-203,3818,261604.62,16.86
2021-01-01,2021,1,Q1,BrandB,Oncology,East,E-301,REP_E-301,3074,184424.86,8.56
2021-02-01,2021,2,Q1,BrandB,Oncology,East,E-301,REP_E-301,3015,187065.17,26.15
2021-03-01,2021,3,Q1,BrandB,Oncology,East,E-301,REP_E-301,3424,208702.01,19.0
2021-04-01,2021,4,Q2,BrandB,Oncology,East,E-301,REP_E-301,3674,223765.67,14.94
2021-05-01,2021,5,Q2,BrandB,Oncology,East,E-301,REP_E-301,3739,217314.49,29.6
2021-06-01,2021,6,Q2,BrandB,Oncology,East,E-301,REP_E-301,3698,219955.1,10.79
2021-07-01,2021,7,Q3,BrandB,Oncology,East,E-301,REP_E-301,3968,230545.94,30.94
2021-08-01,2021,8,Q3,BrandB,Oncology,East,E-301,REP_E-301,3997,246729.07,15.54
2021-09-01,2021,9,Q3,BrandB,Oncology,East,E-301,REP_E-301,3434,213692.54,29.32
2021-10-01,2021,10,Q4,BrandB,Oncology,East,E-301,REP_E-301,4074,249557.26,22.47
2021-11-01,2021,11,Q4,BrandB,Oncology,East,E-301,REP_E-301,3567,210899.95,27.84
2021-12-01,2021,12,Q4,BrandB,Oncology,East,E-301,REP_E-301,3606,223945.07,31.62
2022-01-01,2022,1,Q1,BrandB,Oncology,East,E-301,REP_E-301,3899,233979.65,14.92
2022-02-01,2022,2,Q1,BrandB,Oncology,East,E-301,REP_E-301,3926,231047.68,31.07
2022-03-01,2022,3,Q1,BrandB,Oncology,East,E-301,REP_E-301,4375,258791.32,17.35
2022-04-01,2022,4,Q2,BrandB,Oncology,East,E-301,REP_E-301,4378,261790.26,17.25
2022-05-01,2022,5,Q2,BrandB,Oncology,East,E-301,REP_E-301,4236,255750.54,16.17
2022-06-01,2022,6,Q2,BrandB,Oncology,East,E-301,REP_E-301,4685,281667.09,20.99
2022-07-01,2022,7,Q3,BrandB,Oncology,East,E-301,REP_E-301,4145,242944.89,11.7
2022-08-01,2022,8,Q3,BrandB,Oncology,East,E-301,REP_E-301,4529,279798.52,21.29
2022-09-01,2022,9,Q3,BrandB,Oncology,East,E-301,REP_E-301,4356,261943.69,21.0
2022-10-01,2022,10,Q4,BrandB,Oncology,East,E-301,REP_E-301,4171,247985.4,26.29
2022-11-01,2022,11,Q4,BrandB,Oncology,East,E-301,REP_E-301,4116,253772.18,28.01
2022-12-01,2022,12,Q4,BrandB,Oncology,East,E-301,REP_E-301,3531,207933.94,18.57
2023-01-01,2023,1,Q1,BrandB,Oncology,East,E-301,REP_E-301,4066,237254.04,15.26
2023-02-01,2023,2,Q1,BrandB,Oncology,East,E-301,REP_E-301,4468,276348.9,14.22
2023-03-01,2023,3,Q1,BrandB,Oncology,East,E-301,REP_E-301,4730,296085.14,12.67
2023-04-01,2023,4,Q2,BrandB,Oncology,East,E-301,REP_E-301,4505,269210.88,9.38
2023-05-01,2023,5,Q2,BrandB,Oncology,East,E-301,REP_E-301,5618,338541.92,16.22
2023-06-01,2023,6,Q2,BrandB,Oncology,East,E-301,REP_E-301,4846,285586.59,14.49
2023-07-01,2023,7,Q3,BrandB,Oncology,East,E-301,REP_E-301,5613,338589.07,31.19
2023-08-01,2023,8,Q3,BrandB,Oncology,East,E-301,REP_E-301,5294,316273.22,21.39
2023-09-01,2023,9,Q3,BrandB,Oncology,East,E-301,REP_E-301,4715,283807.52,16.33
2023-10-01,2023,10,Q4,BrandB,Oncology,East,E-301,REP_E-301,5507,334877.19,21.93
2023-11-01,2023,11,Q4,BrandB,Oncology,East,E-301,REP_E-301,4271,251950.42,11.34
2023-12-01,2023,12,Q4,BrandB,Oncology,East,E-301,REP_E-301,5060,302988.84,18.66
2021-01-01,2021,1,Q1,BrandB,Oncology,East,E-302,REP_E-302,3075,284240.97,16.37
2021-02-01,2021,2,Q1,BrandB,Oncology,East,E-302,REP_E-302,3885,359446.36,10.66
2021-03-01,2021,3,Q1,BrandB,Oncology,East,E-302,REP_E-302,3541,327332.16,27.4
2021-04-01,2021,4,Q2,BrandB,Oncology,East,E-302,REP_E-302,3914,371464.78,30.74
2021-05-01,2021,5,Q2,BrandB,Oncology,East,E-302,REP_E-302,4405,413647.24,9.74
2021-06-01,2021,6,Q2,BrandB,Oncology,East,E-302,REP_E-302,4252,371390.33,30.92
2021-07-01,2021,7,Q3,BrandB,Oncology,East,E-302,REP_E-302,3775,354924.52,20.54
2021-08-01,2021,8,Q3,BrandB,Oncology,East,E-302,REP_E-302,3467,322998.88,15.19
2021-09-01,2021,9,Q3,BrandB,Oncology,East,E-302,REP_E-302,3754,348249.69,9.84
2021-10-01,2021,10,Q4,BrandB,Oncology,East,E-302,REP_E-302,3494,321731.88,20.01
2021-11-01,2021,11,Q4,BrandB,Oncology,East,E-302,REP_E-302,3157,299563.83,27.07
2021-12-01,2021,12,Q4,BrandB,Oncology,East,E-302,REP_E-302,3670,347038.91,24.97
2022-01-01,2022,1,Q1,BrandB,Oncology,East,E-302,REP_E-302,3768,344274.1,9.21
2022-02-01,2022,2,Q1,BrandB,Oncology,East,E-302,REP_E-302,4400,411654.61,9.75
2022-03-01,2022,3,Q1,BrandB,Oncology,East,E-302,REP_E-302,3947,359172.72,17.67
2022-04-01,2022,4,Q2,BrandB,Oncology,East,E-302,REP_E-302,4376,394897.77,15.09
2022-05-01,2022,5,Q2,BrandB,Oncology,East,E-302,REP_E-302,4217,386442.26,13.58
2022-06-01,2022,6,Q2,BrandB,Oncology,East,E-302,REP_E-302,4872,459931.42,14.74
2022-07-01,2022,7,Q3,BrandB,Oncology,East,E-302,REP_E-302,4517,427179.02,27.28
2022-08-01,2022,8,Q3,BrandB,Oncology,East,E-302,REP_E-302,4069,381487.74,30.3
2022-09-01,2022,9,Q3,BrandB,Oncology,East,E-302,REP_E-302,4363,410768.46,17.72
2022-10-01,2022,10,Q4,BrandB,Oncology,East,E-302,REP_E-302,4374,410108.03,29.75
2022-11-01,2022,11,Q4,BrandB,Oncology,East,E-302,REP_E-302,4244,388800.21,15.72
2022-12-01,2022,12,Q4,BrandB,Oncology,East,E-302,REP_E-302,4505,421686.14,19.43
2023-01-01,2023,1,Q1,BrandB,Oncology,East,E-302,REP_E-302,3760,354522.71,13.42
2023-02-01,2023,2,Q1,BrandB,Oncology,East,E-302,REP_E-302,4136,389620.95,23.37
2023-03-01,2023,3,Q1,BrandB,Oncology,East,E-302,REP_E-302,4909,466399.36,31.5
2023-04-01,2023,4,Q2,BrandB,Oncology,East,E-302,REP_E-302,4624,435197.02,22.48
2023-05-01,2023,5,Q2,BrandB,Oncology,East,E-302,REP_E-302,5199,485870.79,16.59
2023-06-01,2023,6,Q2,BrandB,Oncology,East,E-302,REP_E-302,4199,398017.36,23.55
2023-07-01,2023,7,Q3,BrandB,Oncology,East,E-302,REP_E-302,6341,588147.61,10.95
2023-08-01,2023,8,Q3,BrandB,Oncology,East,E-302,REP_E-302,5008,456557.11,29.33
2023-09-01,2023,9,Q3,BrandB,Oncology,East,E-302,REP_E-302,5447,503845.85,20.07
2023-10-01,2023,10,Q4,BrandB,Oncology,East,E-302,REP_E-302,4692,428941.62,18.78
2023-11-01,2023,11,Q4,BrandB,Oncology,East,E-302,REP_E-302,4878,446576.97,22.06
2023-12-01,2023,12,Q4,BrandB,Oncology,East,E-302,REP_E-302,5276,488210.04,22.99
2021-01-01,2021,1,Q1,BrandB,Oncology,East,E-303,REP_E-303,3179,157041.43,15.58
2021-02-01,2021,2,Q1,BrandB,Oncology,East,E-303,REP_E-303,3145,161731.45,23.48
2021-03-01,2021,3,Q1,BrandB,Oncology,East,E-303,REP_E-303,3684,187944.61,17.48
2021-04-01,2021,4,Q2,BrandB,Oncology,East,E-303,REP_E-303,3367,162123.09,25.12
2021-05-01,2021,5,Q2,BrandB,Oncology,East,E-303,REP_E-303,3953,197575.39,12.78
2021-06-01,2021,6,Q2,BrandB,Oncology,East,E-303,REP_E-303,4058,197449.36,29.37
2021-07-01,2021,7,Q3,BrandB,Oncology,East,E-303,REP_E-303,4248,210929.9,14.9
2021-08-01,2021,8,Q3,BrandB,Oncology,East,E-303,REP_E-303,4713,233444.86,16.83
2021-09-01,2021,9,Q3,BrandB,Oncology,East,E-303,REP_E-303,3881,187919.54,9.39
2021-10-01,2021,10,Q4,BrandB,Oncology,East,E-303,REP_E-303,3511,177346.31,10.68
2021-11-01,2021,11,Q4,BrandB,Oncology,East,E-303,REP_E-303,3588,178200.18,20.38
2021-12-01,2021,12,Q4,BrandB,Oncology,East,E-303,REP_E-303,3091,152024.17,14.42
2022-01-01,2022,1,Q1,BrandB,Oncology,East,E-303,REP_E-303,3485,170873.24,28.05
2022-02-01,2022,2,Q1,BrandB,Oncology,East,E-303,REP_E-303,3728,184919.07,8.35
2022-03-01,2022,3,Q1,BrandB,Oncology,East,E-303,REP_E-303,3895,194235.99,17.1
2022-04-01,2022,4,Q2,BrandB,Oncology,East,E-303,REP_E-303,4332,213744.51,16.1
2022-05-01,2022,5,Q2,BrandB,Oncology,East,E-303,REP_E-303,4161,194161.81,8.46
2022-06-01,2022,6,Q2,BrandB,Oncology,East,E-303,REP_E-303,4962,245525.65,10.98
2022-07-01,2022,7,Q3,BrandB,Oncology,East,E-303,REP_E-303,4562,219151.33,17.93
2022-08-01,2022,8,Q3,BrandB,Oncology,East,E-303,REP_E-303,4486,220968.1,19.83
2022-09-01,2022,9,Q3,BrandB,Oncology,East,E-303,REP_E-303,4253,204462.79,17.7
2022-10-01,2022,10,Q4,BrandB,Oncology,East,E-303,REP_E-303,4294,206383.17,20.74
2022-11-01,2022,11,Q4,BrandB,Oncology,East,E-303,REP_E-303,4433,224692.68,22.28
2022-12-01,2022,12,Q4,BrandB,Oncology,East,E-303,REP_E-303,3869,190152.89,8.24
2023-01-01,2023,1,Q1,BrandB,Oncology,East,E-303,REP_E-303,4029,197711.34,19.14
2023-02-01,2023,2,Q1,BrandB,Oncology,East,E-303,REP_E-303,4327,216098.31,31.12
2023-03-01,2023,3,Q1,BrandB,Oncology,East,E-303,REP_E-303,4167,204590.76,20.46
2023-04-01,2023,4,Q2,BrandB,Oncology,East,E-303,REP_E-303,4587,236440.35,24.26
2023-05-01,2023,5,Q2,BrandB,Oncology,East,E-303,REP_E-303,4907,241396.83,15.48
2023-06-01,2023,6,Q2,BrandB,Oncology,East,E-303,REP_E-303,5571,277578.92,26.58
2023-07-01,2023,7,Q3,BrandB,Oncology,East,E-303,REP_E-303,5318,268160.25,26.55
2023-08-01,2023,8,Q3,BrandB,Oncology,East,E-303,REP_E-303,5198,265355.66,20.51
2023-09-01,2023,9,Q3,BrandB,Oncology,East,E-303,REP_E-303,5311,258807.25,31.42
2023-10-01,2023,10,Q4,BrandB,Oncology,East,E-303,REP_E-303,4769,233924.17,11.01
2023-11-01,2023,11,Q4,BrandB,Oncology,East,E-303,REP_E-303,4869,246982.05,8.41
2023-12-01,2023,12,Q4,BrandB,Oncology,East,E-303,REP_E-303,4675,234992.91,26.48
2021-01-01,2021,1,Q1,BrandB,Oncology,West,W-401,REP_W-401,2775,171961.78,24.0
2021-02-01,2021,2,Q1,BrandB,Oncology,West,W-401,REP_W-401,3007,188960.83,11.9
2021-03-01,2021,3,Q1,BrandB,Oncology,West,W-401,REP_W-401,3376,214338.97,21.56
2021-04-01,2021,4,Q2,BrandB,Oncology,West,W-401,REP_W-401,3107,193146.77,26.52
2021-05-01,2021,5,Q2,BrandB,Oncology,West,W-401,REP_W-401,2849,176242.95,19.97
2021-06-01,2021,6,Q2,BrandB,Oncology,West,W-401,REP_W-401,3601,224877.33,8.29
2021-07-01,2021,7,Q3,BrandB,Oncology,West,W-401,REP_W-401,3823,234042.9,8.22
2021-08-01,2021,8,Q3,BrandB,Oncology,West,W-401,REP_W-401,3115,202043.53,16.57
2021-09-01,2021,9,Q3,BrandB,Oncology,West,W-401,REP_W-401,3587,216144.6,30.23
2021-10-01,2021,10,Q4,BrandB,Oncology,West,W-401,REP_W-401,3491,218151.36,13.49
2021-11-01,2021,11,Q4,BrandB,Oncology,West,W-401,REP_W-401,2661,172377.95,23.22
2021-12-01,2021,12,Q4,BrandB,Oncology,West,W-401,REP_W-401,3014,187675.99,13.33
2022-01-01,2022,1,Q1,BrandB,Oncology,West,W-401,REP_W-401,3232,200458.26,15.72
2022-02-01,2022,2,Q1,BrandB,Oncology,West,W-401,REP_W-401,3437,212456.51,28.35
2022-03-01,2022,3,Q1,BrandB,Oncology,West,W-401,REP_W-401,3459,214579.02,25.49
2022-04-01,2022,4,Q2,BrandB,Oncology,West,W-401,REP_W-401,3626,231951.85,10.29
2022-05-01,2022,5,Q2,BrandB,Oncology,West,W-401,REP_W-401,4569,271880.25,18.29
2022-06-01,2022,6,Q2,BrandB,Oncology,West,W-401,REP_W-401,4084,262066.32,8.7
2022-07-01,2022,7,Q3,BrandB,Oncology,West,W-401,REP_W-401,3898,235776.42,19.54
2022-08-01,2022,8,Q3,BrandB,Oncology,West,W-401,REP_W-401,4049,250744.76,23.9
2022-09-01,2022,9,Q3,BrandB,Oncology,West,W-401,REP_W-401,4121,254369.21,10.84
2022-10-01,2022,10,Q4,BrandB,Oncology,West,W-401,REP_W-401,3853,242710.0,14.93
2022-11-01,2022,11,Q4,BrandB,Oncology,West,W-401,REP_W-401,3701,223057.93,17.55
2022-12-01,2022,12,Q4,BrandB,Oncology,West,W-401,REP_W-401,3566,224069.98,30.07
2023-01-01,2023,1,Q1,BrandB,Oncology,West,W-401,REP_W-401,3644,236059.29,31.84
2023-02-01,2023,2,Q1,BrandB,Oncology,West,W-401,REP_W-401,3820,231347.59,9.08
2023-03-01,2023,3,Q1,BrandB,Oncology,West,W-401,REP_W-401,4340,271231.91,26.26
2023-04-01,2023,4,Q2,BrandB,Oncology,West,W-401,REP_W-401,4088,251147.57,16.92
2023-05-01,2023,5,Q2,BrandB,Oncology,West,W-401,REP_W-401,4761,298942.82,17.42
2023-06-01,2023,6,Q2,BrandB,Oncology,West,W-401,REP_W-401,5243,326552.14,26.1
2023-07-01,2023,7,Q3,BrandB,Oncology,West,W-401,REP_W-401,4836,297224.6,30.04
2023-08-01,2023,8,Q3,BrandB,Oncology,West,W-401,REP_W-401,4494,282524.77,30.82
2023-09-01,2023,9,Q3,BrandB,Oncology,West,W-401,REP_W-401,4031,260025.18,21.85
2023-10-01,2023,10,Q4,BrandB,Oncology,West,W-401,REP_W-401,4913,304713.59,16.57
2023-11-01,2023,11,Q4,BrandB,Oncology,West,W-401,REP_W-401,3872,244539.44,26.9
2023-12-01,2023,12,Q4,BrandB,Oncology,West,W-401,REP_W-401,4554,276196.63,14.02
2021-01-01,2021,1,Q1,BrandB,Oncology,West,W-402,REP_W-402,2383,160080.72,19.08
